Locality,Locality with Morris,Territory,latitude,longitude,Rb,Sr,Y,Zr,Nb,sample,Data Source
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.31509101,-121.805948,30,153,15,78,8,2020-130a,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.31509101,-121.805948,32,161,15,88,6,2020-130a,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.31509101,-121.805948,30,170,16,86,9,2020-130a,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.31509101,-121.805948,29,172,13,82,6,2020-130a,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.31509101,-121.805948,48,198,17,96,9,2020-130b,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.31509101,-121.805948,51,198,17,95,4,2020-130b,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.31509101,-121.805948,48,195,18,99,9,2020-130b,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.31509101,-121.805948,71,281,26,161,11,2020-130c,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.31509101,-121.805948,84,292,33,206,11,2020-130c,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.31509101,-121.805948,87,311,34,220,16,2020-130c,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.31509101,-121.805948,73,282,26,168,10,2020-130d,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.31509101,-121.805948,73,288,26,165,8,2020-130d,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.31509101,-121.805948,73,285,27,165,11,2020-130d,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.31509101,-121.805948,69,285,23,146,8,2020-130e,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.31509101,-121.805948,83,323,29,174,8,2020-130e,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.31509101,-121.805948,86,335,28,177,8,2020-130e,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.31509101,-121.805948,43,219,16,99,7,2020-130x,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.31509101,-121.805948,42,227,16,97,8,2020-130x,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.31509101,-121.805948,40,247,15,99,3,2020-130x,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.31440897,-121.80562,45,190,18,94,7,2020-132a,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.31440897,-121.80562,45,199,19,100,9,2020-132a,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.31440897,-121.80562,45,193,17,92,8,2020-132a,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.31440897,-121.80562,45,196,18,96,7,2020-132a,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.31440897,-121.80562,44,193,20,95,6,2020-132a,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.31440897,-121.80562,30,359,19,113,6,2020-132b,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.31440897,-121.80562,29,360,19,118,7,2020-132b,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.31440897,-121.80562,30,369,17,120,7,2020-132b,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.31440897,-121.80562,40,195,25,139,13,2020-132c,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.31440897,-121.80562,41,213,27,162,15,2020-132c,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.31440897,-121.80562,44,238,29,177,12,2020-132c,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.31440897,-121.80562,36,240,15,94,9,2020-132d,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.31440897,-121.80562,36,260,17,105,7,2020-132d,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.31440897,-121.80562,37,269,16,111,6,2020-132d,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.31440897,-121.80562,44,282,12,85,4,2020-132e,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.31440897,-121.80562,44,290,15,84,5,2020-132e,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.31440897,-121.80562,52,326,18,89,8,2020-132e,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34033403,-121.774599,31,476,46,110,6,GEOL-15-2020-14a,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34033403,-121.774599,31,475,47,115,8,GEOL-15-2020-14a,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34033403,-121.774599,32,473,47,112,7,GEOL-15-2020-14a,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34033403,-121.774599,29,484,40,103,2,GEOL-15-2020-14b,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34033403,-121.774599,27,492,41,101,4,GEOL-15-2020-14b,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34033403,-121.774599,29,553,53,137,6,GEOL-15-2020-14b,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34023404,-121.774843,37,602,41,117,5,GEOL-15-2020-52a,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34023404,-121.774843,36,623,43,123,9,GEOL-15-2020-52a,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34023404,-121.774843,35,619,45,121,8,GEOL-15-2020-52a,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34023404,-121.774843,33,606,48,123,8,GEOL-15-2020-52b,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34023404,-121.774843,32,603,48,124,9,GEOL-15-2020-52b,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34023404,-121.774843,36,613,46,125,12,GEOL-15-2020-52b,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34023404,-121.774843,34,598,49,125,10,GEOL-15-2020-52b,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34023404,-121.774843,34,589,43,118,8,GEOL-15-2020-52c,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34023404,-121.774843,33,587,44,119,9,GEOL-15-2020-52c,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34023404,-121.774843,33,607,47,126,7,GEOL-15-2020-52c,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34023404,-121.774843,34,601,45,122,9,GEOL-15-2020-52d,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34023404,-121.774843,34,608,46,117,8,GEOL-15-2020-52d,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34023404,-121.774843,34,608,45,119,10,GEOL-15-2020-52d,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34041902,-121.774895,10,398,44,109,6,GEOL-15-2020-54a,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34041902,-121.774895,11,398,40,108,5,GEOL-15-2020-54a,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34041902,-121.774895,12,414,40,100,8,GEOL-15-2020-54a,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34041902,-121.774895,4,542,28,85,2,GEOL-15-2020-54b,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34041902,-121.774895,5,612,27,83,6,GEOL-15-2020-54b,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34041902,-121.774895,5,603,27,84,4,GEOL-15-2020-54b,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34041902,-121.774895,12,552,29,81,4,GEOL-15-2020-54c,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34041902,-121.774895,12,622,29,92,5,GEOL-15-2020-54c,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34041902,-121.774895,12,617,29,86,6,GEOL-15-2020-54c,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34096301,-121.774779,2,203,33,96,7,GEOL-15-2020-61a,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34096301,-121.774779,2,214,34,97,4,GEOL-15-2020-61a,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34096301,-121.774779,2,217,35,101,4,GEOL-15-2020-61a,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34096301,-121.774779,10,236,35,95,6,GEOL-15-2020-61a,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34096301,-121.774779,10,217,36,95,7,GEOL-15-2020-61b,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34096301,-121.774779,11,221,35,100,6,GEOL-15-2020-61b,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34096301,-121.774779,10,236,34,98,9,GEOL-15-2020-61b,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34096301,-121.774779,2,194,36,97,10,GEOL-15-2020-61c,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34096301,-121.774779,2,196,33,92,6,GEOL-15-2020-61c,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34096301,-121.774779,2,199,34,95,8,GEOL-15-2020-61c,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34098899,-121.774957,16,451,55,137,7,GEOL-15-2020-62a,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34098899,-121.774957,17,457,57,139,7,GEOL-15-2020-62a,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34098899,-121.774957,18,485,52,125,9,GEOL-15-2020-62a,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34098899,-121.774957,12,433,55,141,7,GEOL-15-2020-62b,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34098899,-121.774957,13,430,53,144,11,GEOL-15-2020-62b,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34098899,-121.774957,15,448,52,139,13,GEOL-15-2020-62b,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34098899,-121.774957,20,466,58,140,13,GEOL-15-2020-62c,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34098899,-121.774957,18,460,57,140,8,GEOL-15-2020-62c,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34098899,-121.774957,20,565,54,137,13,GEOL-15-2020-62c,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34233404,-121.775361,2,177,31,92,7,GEOL-15-2020-78a,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34233404,-121.775361,2,178,30,88,6,GEOL-15-2020-78a,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34233404,-121.775361,2,176,29,91,5,GEOL-15-2020-78a,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34233404,-121.775361,2,175,32,93,7,GEOL-15-2020-78c,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34233404,-121.775361,2,170,32,91,5,GEOL-15-2020-78c,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34233404,-121.775361,2,174,30,91,6,GEOL-15-2020-78c,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34233404,-121.775361,2,175,36,97,6,GEOL-15-2020-78d,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34233404,-121.775361,2,181,36,103,8,GEOL-15-2020-78d,GeoArchaeo
Sts'ailes - Echo,Sts'ailes - Echo,Sts'ailes,49.34233404,-121.775361,2,178,36,96,8,GEOL-15-2020-78d,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.360102,-121.833914,54,30,37,119,5,sts-2020-110a,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.360102,-121.833914,55,30,34,116,4,sts-2020-110a,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.360102,-121.833914,54,31,37,117,5,sts-2020-110a,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.360102,-121.833914,55,33,35,114,6,sts-2020-110a,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.360102,-121.833914,70,119,20,122,10,sts-2020-110b,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.360102,-121.833914,60,114,18,117,8,sts-2020-110b,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.360102,-121.833914,63,111,18,117,6,sts-2020-110b,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.360102,-121.833914,60,108,19,121,9,sts-2020-110b,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.360102,-121.833914,59,105,19,122,9,sts-2020-110b,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.360102,-121.833914,120,31,25,203,17,sts-2020-110c,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.360102,-121.833914,117,34,25,206,14,sts-2020-110c,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.360102,-121.833914,119,32,26,209,19,sts-2020-110c,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.357945,-121.832493,50,68,32,139,2,sts-2020-117a,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.357945,-121.832493,45,69,32,129,4,sts-2020-117a,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.357945,-121.832493,40,69,37,129,6,sts-2020-117a,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.357945,-121.832493,46,64,42,142,6,sts-2020-117b,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.357945,-121.832493,48,63,50,157,7,sts-2020-117b,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.357945,-121.832493,48,66,43,146,5,sts-2020-117b,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.34832802,-121.830327,87,93,27,93,6,sts-2020-119a,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.34832802,-121.830327,85,94,26,90,5,sts-2020-119a,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.34832802,-121.830327,90,99,30,91,6,sts-2020-119a,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.34832802,-121.830327,60,88,26,71,2,sts-2020-119b,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.34832802,-121.830327,59,88,27,66,2,sts-2020-119b,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.34832802,-121.830327,58,85,32,71,2,sts-2020-119b,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.34832802,-121.830327,69,96,33,83,2,sts-2020-119c,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.34832802,-121.830327,70,95,32,81,2,sts-2020-119c,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.34832802,-121.830327,67,96,33,78,2,sts-2020-119c,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.32642904,-121.809368,36,245,22,114,9,sts-2020-125a,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.32642904,-121.809368,37,245,24,125,9,sts-2020-125a,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.32642904,-121.809368,37,246,23,125,11,sts-2020-125a,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.32642904,-121.809368,53,221,29,152,14,sts-2020-125b,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.32642904,-121.809368,56,220,27,152,17,sts-2020-125b,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - West Shore,Sts'ailes,49.32642904,-121.809368,31,294,23,79,2,sts-2020-125b,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - Morris Creek,Sts'ailes,49.30601299,-121.883811,31,386,12,57,2,sts-2020-145a,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - Morris Creek,Sts'ailes,49.30601299,-121.883811,32,404,11,59,2,sts-2020-145a,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - Morris Creek,Sts'ailes,49.30601299,-121.883811,31,400,12,59,3,sts-2020-145a,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - Morris Creek,Sts'ailes,49.30601299,-121.883811,38,180,13,59,2,sts-2020-145b,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - Morris Creek,Sts'ailes,49.30601299,-121.883811,35,160,14,61,2,sts-2020-145b,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - Morris Creek,Sts'ailes,49.30601299,-121.883811,35,162,13,63,2,sts-2020-145b,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - Morris Creek,Sts'ailes,49.30601299,-121.883811,27,137,15,74,7,sts-2020-145b,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - Morris Creek,Sts'ailes,49.30601299,-121.883811,52,117,14,52,8,sts-2020-145c,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - Morris Creek,Sts'ailes,49.30601299,-121.883811,51,113,13,48,4,sts-2020-145c,GeoArchaeo
Sts'ailes - West Shore,Sts'ailes - Morris Creek,Sts'ailes,49.30601299,-121.883811,52,115,15,51,7,sts-2020-145c,GeoArchaeo
Arrowstone Hills,Arrowstone Hills,Interior,50.92965,-121.17047,121,415,9,186,12,geol-astoneac,GeoArchaeo
Arrowstone Hills,Arrowstone Hills,Interior,50.92965,-121.17047,121,418,9,189,11,geol-astoneac,GeoArchaeo
Arrowstone Hills,Arrowstone Hills,Interior,50.92965,-121.17047,120,424,9,186,11,geol-astoneac,GeoArchaeo
Arrowstone Hills,Arrowstone Hills,Interior,50.92965,-121.17047,121,429,10,185,9,geol-astonesc,GeoArchaeo
