Locality,Locality with Morris,Territory,latitude,longitude,Rb,Sr,Y,Zr,Nb,sample,Data Source
Cache Creek,Cache Creek,Interior,50.81108,-121.33047,82.87368,377.0586,9.113989,146.4857,4.12727,SFU Cache Creek 3,Pollock 2018
Cache Creek,Cache Creek,Interior,50.81108,-121.33047,82.87368,377.0586,9.113989,146.4857,4.12727,SFU Cache Creek 4,Pollock 2018
Cache Creek,Cache Creek,Interior,50.81108,-121.33047,102.8312,430.3272,7.574137,167.129,7.102313,SFU Cache Creek 5,Pollock 2018
Cache Creek,Cache Creek,Interior,50.81108,-121.33047,102.8312,430.3272,7.574137,167.129,7.102313,SFU Cache Creek 6,Pollock 2018
Cache Creek,Cache Creek,Interior,50.81108,-121.33047,83.15716,364.2034,10.3881,154.1565,5.107782,SFU Cache Creek 7,Pollock 2018
Cache Creek,Cache Creek,Interior,50.81108,-121.33047,83.15716,364.2034,10.3881,154.1565,5.107782,SFU Cache Creek 8,Pollock 2018
Cache Creek,Cache Creek,Interior,50.81108,-121.33047,74.69929,353.8721,7.788941,134.8399,4.777318,SFU Cache Creek 9,Pollock 2018
Hat Creek,Hat Creek,Interior,50.88615,-121.40868,79,622,9,156,7,uphatcreek-1,GeoArchaeo
Hat Creek,Hat Creek,Interior,50.88615,-121.40868,80,622,7,155,6,uphatcreek-1,GeoArchaeo
Hat Creek,Hat Creek,Interior,50.88615,-121.40868,81,635,7,160,5,uphatcreek-1,GeoArchaeo
Hat Creek,Hat Creek,Interior,50.88615,-121.40868,82,644,6,163,7,uphatcreek-2,GeoArchaeo
Hat Creek,Hat Creek,Interior,50.88615,-121.40868,81,629,6,160,7,uphatcreek-2,GeoArchaeo
Hat Creek,Hat Creek,Interior,50.88615,-121.40868,84,658,7,163,8,uphatcreek-2,GeoArchaeo
Maiden Creek,Maiden Creek,Interior,51.01479,-121.62859,89,549,7,158,8,geol-maidcr,GeoArchaeo
Maiden Creek,Maiden Creek,Interior,51.01479,-121.62859,84,531,7,150,5,geol-maidcr,GeoArchaeo
Maiden Creek,Maiden Creek,Interior,51.01479,-121.62859,86,530,6,154,6,geol-maidcr,GeoArchaeo
Maiden Creek,Maiden Creek,Interior,51.01479,-121.62859,93,568,9,166,4,Maiden Creek  FGV NWORL,Pollock 2018
Maiden Creek,Maiden Creek,Interior,51.01479,-121.62859,142,460,13,196,8,Maiden Creek  FGV NWORL,Pollock 2018
Maiden Creek,Maiden Creek,Interior,51.01479,-121.62859,88,655,9,162,8,Maiden Creek  FGV NWORL,Pollock 2018
Maiden Creek,Maiden Creek,Interior,51.01479,-121.62859,93,642,8,170,4,Maiden Creek  FGV NWORL,Pollock 2018
Maiden Creek,Maiden Creek,Interior,51.01479,-121.62859,91,533,5,155,4,Maiden Creek  FGV NWORL,Pollock 2018
Maiden Creek,Maiden Creek,Interior,51.01479,-121.62859,92,644,9,162,5,Maiden Creek  FGV NWORL,Pollock 2018
Maiden Creek,Maiden Creek,Interior,51.01479,-121.62859,97,527,7,161,3,Maiden Creek  FGV NWORL,Pollock 2018
Maiden Creek,Maiden Creek,Interior,51.01479,-121.62859,81,588,11,158,4,Maiden Creek  FGV NWORL,Pollock 2018
Maiden Creek,Maiden Creek,Interior,51.01479,-121.62859,108,556,15,172,10,Maiden Creek  FGV NWORL,Pollock 2018
Maiden Creek,Maiden Creek,Interior,51.01479,-121.62859,102,566,15,173,6,Maiden Creek  FGV NWORL,Pollock 2018
Maiden Creek,Maiden Creek,Interior,51.01479,-121.62859,97,574,7,161,3,Maiden Creek  FGV NWORL,Pollock 2018
Maiden Creek,Maiden Creek,Interior,51.01479,-121.62859,101,599,10,173,3,Maiden Creek  FGV NWORL,Pollock 2018
Maiden Creek,Maiden Creek,Interior,51.01479,-121.62859,91,554,5,160,2,Maiden Creek  FGV NWORL,Pollock 2018
Maiden Creek,Maiden Creek,Interior,51.01479,-121.62859,105,594,12,160,8,Maiden Creek  FGV NWORL,Pollock 2018
Maiden Creek,Maiden Creek,Interior,51.01479,-121.62859,97,577,16,161,6,Maiden Creek  FGV NWORL,Pollock 2018
Maiden Creek,Maiden Creek,Interior,51.01479,-121.62859,89,545,7,155,5,Maiden Creek  FGV NWORL,Pollock 2018
Maiden Creek,Maiden Creek,Interior,51.01479,-121.62859,103,577,12,159,4,Maiden Creek  FGV NWORL,Pollock 2018
Maiden Creek,Maiden Creek,Interior,51.01479,-121.62859,102,570,12,158,9,Maiden Creek  FGV NWORL,Pollock 2018
Maiden Creek,Maiden Creek,Interior,51.01479,-121.62859,108,556,15,172,10,Maiden Creek (M1),Pollock 2018
Maiden Creek,Maiden Creek,Interior,51.01479,-121.62859,102,566,15,173,6,Maiden Creek (M1),Pollock 2018
Maiden Creek,Maiden Creek,Interior,51.01479,-121.62859,97,574,7,161,3,Maiden Creek (M1),Pollock 2018
Maiden Creek,Maiden Creek,Interior,51.01479,-121.62859,101,599,10,173,3,Maiden Creek (M1),Pollock 2018
Maiden Creek,Maiden Creek,Interior,51.01479,-121.62859,91,554,5,160,2,Maiden Creek (M1),Pollock 2018
Maiden Creek,Maiden Creek,Interior,51.01479,-121.62859,105,594,12,160,8,Maiden Creek (M1),Pollock 2018
Maiden Creek,Maiden Creek,Interior,51.01479,-121.62859,97,577,16,161,6,Maiden Creek (M1),Pollock 2018
Maiden Creek,Maiden Creek,Interior,51.01479,-121.62859,89,545,7,155,5,Maiden Creek (M1),Pollock 2018
Maiden Creek,Maiden Creek,Interior,51.01479,-121.62859,103,577,12,159,4,Maiden Creek (M1),Pollock 2018
Maiden Creek,Maiden Creek,Interior,51.01479,-121.62859,102,570,12,158,9,Maiden Creek (M1),Pollock 2018
Turbid Creek,Turbid Creek,Turbid Creek,50.09492,-123.27303,30,3241,13,186,5,Turbid Creek,Pollock 2018
Turbid Creek,Turbid Creek,Turbid Creek,50.09492,-123.27303,25,3281,12,182,4,Turbid Creek,Pollock 2018
Turbid Creek,Turbid Creek,Turbid Creek,50.09492,-123.27303,27,3084,15,186,5,Turbid Creek,Pollock 2018
Turbid Creek,Turbid Creek,Turbid Creek,50.09492,-123.27303,29,3136,12,193,4,Turbid Creek,Pollock 2018
Turbid Creek,Turbid Creek,Turbid Creek,50.09492,-123.27303,27,2994,14,190,3,Turbid Creek,Pollock 2018
Turbid Creek,Turbid Creek,Turbid Creek,50.09492,-123.27303,26,3102,12,180,5,Turbid Creek,Pollock 2018
Turbid Creek,Turbid Creek,Turbid Creek,50.09492,-123.27303,30,3128,13,193,4,Turbid Creek,Pollock 2018
Turbid Creek,Turbid Creek,Turbid Creek,50.09492,-123.27303,27,3866,13,191,4,Turbid Creek,Pollock 2018
Turbid Creek,Turbid Creek,Turbid Creek,50.09492,-123.27303,26,3750,13,198,4,Turbid Creek,Pollock 2018
Turbid Creek,Turbid Creek,Turbid Creek,50.09492,-123.27303,24,3583,13,188,2,Turbid Creek,Pollock 2018
Turbid Creek,Turbid Creek,Turbid Creek,50.09492,-123.27303,30,3402,14,200,3,Turbid Creek,Pollock 2018
Turbid Creek,Turbid Creek,Turbid Creek,50.09492,-123.27303,22,3966,13,196,4,Turbid Creek,Pollock 2018
Turbid Creek,Turbid Creek,Turbid Creek,50.09492,-123.27303,25,3658,14,195,3,Turbid Creek,Pollock 2018
Turbid Creek,Turbid Creek,Turbid Creek,50.09492,-123.27303,29,2548,13,180,7,Turbid Creek,Pollock 2018
Turbid Creek,Turbid Creek,Turbid Creek,50.09492,-123.27303,28,2617,16,178,6,Turbid Creek,Pollock 2018
Turbid Creek,Turbid Creek,Turbid Creek,50.09492,-123.27303,29,3251,15,195,3,Turbid Creek,Pollock 2018
Turbid Creek,Turbid Creek,Turbid Creek,50.09492,-123.27303,27,3154,14,186,3,Turbid Creek,Pollock 2018
Turbid Creek,Turbid Creek,Turbid Creek,50.09492,-123.27303,28,2959,14,177,5,Turbid Creek,Pollock 2018
Turbid Creek,Turbid Creek,Turbid Creek,50.09492,-123.27303,28,3173,13,181,3,Turbid Creek,Pollock 2018
Turbid Creek,Turbid Creek,Turbid Creek,50.09492,-123.27303,27,3299,13,192,3,Turbid Creek,Pollock 2018
Turbid Creek,Turbid Creek,Turbid Creek,50.09492,-123.27303,30,3147,14,179,3,Turbid Creek,Pollock 2018
Turbid Creek,Turbid Creek,Turbid Creek,50.09492,-123.27303,25,3314,16,190,3,Turbid Creek,Pollock 2018
Turbid Creek,Turbid Creek,Turbid Creek,50.09492,-123.27303,23,2815,10,175,3,Turbid Creek,Pollock 2018
Turbid Creek,Turbid Creek,Turbid Creek,50.09492,-123.27303,27,3185,13,179,3,Turbid Creek,Pollock 2018
Turbid Creek,Turbid Creek,Turbid Creek,50.09492,-123.27303,25,3281,12,182,4,Turbid Creek,Pollock 2018
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,25,736,15,140,6,TA-NHW-Watts-WP1,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,24,744,15,139,0,TA-NHW-Watts-WP1,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,25,751,13,144,5,TA-NHW-Watts-WP1,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,25,748,14,140,4,TA-NHW-Watts-WP1,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,26,743,16,141,5,TA-NHW-Watts-WP1,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,24,750,14,143,4,TA-NHW-Watts-WP1,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,24,717,14,136,6,TA-NHW-Watts-WP2,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,22,716,13,138,5,TA-NHW-Watts-WP2,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,24,729,16,138,6,TA-NHW-Watts-WP2,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,23,719,15,140,7,TA-NHW-Watts-WP2,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,24,717,14,142,7,TA-NHW-Watts-WP2,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,23,722,15,140,7,TA-NHW-Watts-WP2,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,24,738,13,140,0,TA-NHW-Watts-WP3,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,25,732,13,140,0,TA-NHW-Watts-WP3,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,25,731,13,138,4,TA-NHW-Watts-WP3,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,25,735,14,136,0,TA-NHW-Watts-WP3,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,24,735,13,137,0,TA-NHW-Watts-WP3,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,24,726,13,138,0,TA-NHW-Watts-WP3,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,26,745,13,141,9,TA-NHW-Watts-WP4,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,24,730,14,140,4,TA-NHW-Watts-WP4,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,26,736,11,143,8,TA-NHW-Watts-WP4,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,25,735,15,143,6,TA-NHW-Watts-WP4,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,25,740,15,144,6,TA-NHW-Watts-WP4,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,25,741,15,142,6,TA-NHW-Watts-WP4,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,25,742,14,142,4,TA-NHW-Watts-WP4,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,25,752,15,141,0,TA-NHW-Watts-WP5,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,25,744,12,141,5,TA-NHW-Watts-WP5,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,25,750,14,140,6,TA-NHW-Watts-WP5,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,25,755,15,141,5,TA-NHW-Watts-WP5,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,26,762,14,142,4,TA-NHW-Watts-WP5,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,25,752,14,144,5,TA-NHW-Watts-WP5,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,25,740,13,140,6,TA-NHW-Watts-WP6,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,23,740,12,141,4,TA-NHW-Watts-WP6,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,24,743,15,138,4,TA-NHW-Watts-WP6,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,23,735,14,138,4,TA-NHW-Watts-WP6,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,24,737,15,140,6,TA-NHW-Watts-WP6,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,23,737,13,139,4,TA-NHW-Watts-WP6,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,25,766,14,145,7,TA-NHW-Watts-WP7,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,26,766,14,147,7,TA-NHW-Watts-WP7,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,24,769,14,145,7,TA-NHW-Watts-WP7,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,25,765,14,143,6,TA-NHW-Watts-WP7,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,26,760,14,147,5,TA-NHW-Watts-WP7,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,26,768,15,146,6,TA-NHW-Watts-WP7,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,25,764,17,144,5,TA-NHW-Watts-WP7,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,25,754,14,145,8,TA-NHW-Watts-WP8,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,24,746,15,142,7,TA-NHW-Watts-WP8,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,25,750,14,142,9,TA-NHW-Watts-WP8,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,26,741,14,142,9,TA-NHW-Watts-WP8,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,26,762,14,145,8,TA-NHW-Watts-WP8,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,25,758,15,143,7,TA-NHW-Watts-WP8,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,26,747,13,146,9,TA-NHW-Watts-WP9,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,24,743,14,143,5,TA-NHW-Watts-WP9,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,23,750,15,139,4,TA-NHW-Watts-WP9,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,25,751,16,145,7,TA-NHW-Watts-WP9,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,27,752,14,145,6,TA-NHW-Watts-WP9,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,26,752,14,143,8,TA-NHW-Watts-WP9,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,25,717,14,129,6,geol-watts,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,25,751,16,131,6,geol-watts,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,24,733,12,128,6,geol-watts,GeoArchaeo
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,26,1032,15,154,3,Watts Point,Pollock 2018
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,33,1106,12,157,5,Watts Point,Pollock 2018
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,34,1067,14,151,4,Watts Point,Pollock 2018
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,31,1036,13,153,4,Watts Point,Pollock 2018
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,29,972,13,142,3,Watts Point,Pollock 2018
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,28,1023,12,154,3,Watts Point,Pollock 2018
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,29,1054,13,148,2,Watts Point,Pollock 2018
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,28,1054,10,153,6,Watts Point,Pollock 2018
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,40,1268,20,180,6,Watts Point,Pollock 2018
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,37,1271,16,179,5,Watts Point,Pollock 2018
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,36,1235,16,178,2,Watts Point,Pollock 2018
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,27,1014,14,145,5,Watts Point,Pollock 2018
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,36,1366,15,187,7,Watts Point,Pollock 2018
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,35,1279,17,179,6,Watts Point,Pollock 2018
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,33,1244,16,164,2,Watts Point,Pollock 2018
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,33,1253,14,184,5,Watts Point,Pollock 2018
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,37,1320,14,189,2,Watts Point,Pollock 2018
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,33,1291,17,181,3,Watts Point,Pollock 2018
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,32,1017,13,147,5,Watts Point,Pollock 2018
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,28,1052,14,148,6,Watts Point,Pollock 2018
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,31,1050,13,153,6,Watts Point,Pollock 2018
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,26,941,15,144,1,Watts Point,Pollock 2018
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,27,1056,13,156,6,Watts Point,Pollock 2018
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,24,942,12,138,5,Watts Point,Pollock 2018
Watts Point,Watts Point,Watts Point,49.62188,-123.20096,32,1089,12,166,4,Watts Point,Pollock 2018
Maiden Creek,Maiden Creek,Interior,51.01479,-121.62859,89,556,4,170,4,geo08,Terra Archaeology
Maiden Creek,Maiden Creek,Interior,51.01479,-121.62859,89,556,4,170,4,geo08,Terra Archaeology
Maiden Creek,Maiden Creek,Interior,51.01479,-121.62859,89,559,7,173,8,geo08,Terra Archaeology
Maiden Creek,Maiden Creek,Interior,51.01479,-121.62859,89,559,7,173,8,geo09,Terra Archaeology
Maiden Creek,Maiden Creek,Interior,51.01479,-121.62859,85,547,7,171,9,geo09,Terra Archaeology
Maiden Creek,Maiden Creek,Interior,51.01479,-121.62859,90,554,6,170,7,geo09,Terra Archaeology